# Mix output version 10
# Intel(R) SDE version: 8.50.0 external
# Starting tid 1,  OS-TID 2392
# FINI: end of program

# EMIT_IMAGE_ADDRESSES 
# 
#    IMAGE NAME                                                                              LOW ADDRESS   HIGH ADDRESS  
# 
C:\Windows\system32\kernel32.dll                                                             000077330000  00007744efff
C:\Windows\system32\USER32.dll                                                               000077450000  000077549fff
C:\Windows\SYSTEM32\ntdll.dll                                                                000077550000  0000776eefff
C:\Windows\system32\rundll32.exe                                                             0000ffe00000  0000ffe0ffff
C:\Windows\system32\dwmapi.dll                                                               07fefb660000  07fefb677fff
C:\Windows\system32\uxtheme.dll                                                              07fefba90000  07fefbae5fff
C:\Windows\system32\PROPSYS.dll                                                              07fefbaf0000  07fefbc1bfff
C:\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757\comctl32.dll   07fefbe10000  07fefc003fff
C:\Windows\system32\CRYPTBASE.dll                                                            07fefd080000  07fefd08efff
C:\Windows\system32\KERNELBASE.dll                                                           07fefd570000  07fefd5d9fff
C:\Windows\system32\SHLWAPI.dll                                                              07fefd5e0000  07fefd650fff
C:\Windows\system32\RPCRT4.dll                                                               07fefd660000  07fefd78bfff
C:\Windows\system32\MSCTF.dll                                                                07fefd790000  07fefd898fff
C:\Windows\system32\USP10.dll                                                                07fefd8a0000  07fefd96afff
C:\Windows\system32\GDI32.dll                                                                07fefdb50000  07fefdbb6fff
C:\Windows\system32\LPK.dll                                                                  07fefe020000  07fefe02dfff
C:\Windows\system32\msvcrt.dll                                                               07fefe030000  07fefe0cefff
C:\Windows\system32\OLEAUT32.dll                                                             07fefe0d0000  07fefe1a9fff
C:\Windows\system32\ADVAPI32.dll                                                             07fefe1b0000  07fefe28afff
C:\Windows\system32\shell32.dll                                                              07fefe2a0000  07feff029fff
C:\Windows\system32\imagehlp.dll                                                             07feff0d0000  07feff0e8fff
C:\Windows\system32\ole32.dll                                                                07feff0f0000  07feff2ebfff
C:\Windows\system32\IMM32.DLL                                                                07feff2f0000  07feff31dfff
C:\Windows\SYSTEM32\sechost.dll                                                              07feff320000  07feff33efff
# END_IMAGE_ADDRESSES

# ==============================================
# STATS FOR TID 1  OS-TID  2392 EMIT# 1
# ==============================================
# EMIT_TOP_BLOCK_STATS FOR TID 1  OS-TID 2392 EMIT # 1 EVENT=ICOUNT
BLOCK:     0   PC: 000000007757a1c0   ICOUNT:      3965   EXECUTIONS:       305   #BYTES: 33   %: 0.978   cumltv%: 0.978  FN: RtlFreeHeap  IMG: C:\Windows\SYSTEM32\ntdll.dll  OFFSET: 2a1c0
*one-memops                                                          155
*cond-branch-forward                                                  70
*cond-branch-backward                                                  3
*base_only                                                            42
*base_disp                                                           110
*base_index_disp                                                       3
*scale_1                                                             177
*scale_2                                                               1
*memdisp8                                                             81
*memdisp32                                                            55
ADD                                                                    1
BT                                                                     2
BTS                                                                    1
CALL_NEAR                                                             10
CMP                                                                   59
INC                                                                   12
JB                                                                     3
JMP                                                                   22
JNB                                                                   22
JNZ                                                                    4
JS                                                                     3
JZ                                                                    41
LEA                                                                   23
MOV                                                                  112
MOVZX                                                                 18
NOP                                                                   12
POP                                                                    7
PUSH                                                                   7
RET_NEAR                                                               1
SHR                                                                    1
SUB                                                                    4
TEST                                                                  12
XOR                                                                    8
*total                                                               385
#
# $dynamic-counts-for-function: ScriptPlace  IMG: C:\Windows\system32\USP10.dll at [0x7fefd8a8a90, 0x7fefd8a8d30)   0.094%
#
# TID 0
#       opcode                 count
#
*stack-read                                                           48
*stack-write                                                          76
*mem-read-2                                                            8
*mem-read-4                                                            8
*mem-read-8                                                           68
*mem-write-4                                                          12
*mem-write-8                                                          64
*mem-read                                                             84
*mem-write                                                            76
*mem                                                                 160
*isa-ext-BASE                                                        380
*isa-set-I186                                                          4
*isa-set-I386                                                         16
*isa-set-I86                                                         360
*category-BINARY                                                      16
*category-BITBYTE                                                      4
*category-CALL                                                        12
*category-COND_BR                                                     48
*category-CONVERT                                                      4
*category-DATAXFER                                                   172
*category-LOGICAL                                                     64
*category-MISC                                                         4
*category-POP                                                         20
*category-PUSH                                                        20
*category-RET                                                          4
*category-SHIFT                                                        4
*category-UNCOND_BR                                                    8
*ilen-1                                                               16
*ilen-2                                                               92
*ilen-3                                                              108
*ilen-4                                                               36
*ilen-5                                                               60
*ilen-6                                                               28
*ilen-7                                                                4
*ilen-8                                                               36
*gpr64                                                               204
*legacy-prefixes-0                                                   164
*legacy-prefixes-1                                                   216
*legacy-prefixes-and-escapes-0                                       132
*legacy-prefixes-and-escapes-1                                       244
*legacy-prefixes-and-escapes-2                                         4
*66_prefix                                                             8
*rex_prefix                                                          208
*rexw_prefix                                                         148
*rexr_prefix                                                          72
*rexx_prefix                                                           4
*rexb_prefix                                                         100
*loadop                                                               60
*one-memops                                                          160
*cond-branch-forward                                                  48
*base_only                                                            72
*base_disp                                                            84
*base_index_disp                                                       4
*scale_1                                                             160
*scale_4                                                               4
*memdisp8                                                             56
*memdisp32                                                            36
*convert_i32_1                                                         4
ADD                                                                    4
AND                                                                   20
BT                                                                     4
CALL_NEAR                                                             12
CDQ                                                                    4
CMP                                                                    4
JMP                                                                    8
JNB                                                                    4
JNLE                                                                   4
JNS                                                                    4
JNZ                                                                    4
JS                                                                     4
JZ                                                                    28
LEA                                                                    4
MOV                                                                  164
MOVZX                                                                  8
POP                                                                   20
PUSH                                                                  20
RET_NEAR                                                               4
SHR                                                                    4
SUB                                                                    8
TEST                                                                  40
XOR                                                                    4
*total                                                               380
#
# $dynamic-counts-for-function: GetSystemMetrics  IMG: C:\Windows\system32\USER32.dll at [0x0774694e0, 0x077469604)   0.094%
#
# TID 0
#       opcode                 count
#
*mem-atomic                                                           10
*stack-read                                                           30
*stack-write                                                          50
*iprel-read                                                           70
*iprel-write                                                          20
*mem-read-4                                                           40
*mem-read-8                                                           60
*mem-write-4                                                          20
*mem-write-8                                                          40
*mem-read                                                            100
*mem-write                                                            60
*mem                                                                 140
*isa-ext-BASE                                                        380
*isa-set-I86                                                         380
*category-BINARY                                                     100
*category-CALL                                                        20
*category-COND_BR                                                     90
*category-DATAXFER                                                    90
*category-LOGICAL                                                     20
*category-POP                                                         10
*category-PUSH                                                        10
*category-RET                                                         10
*category-UNCOND_BR                                                   30
*ilen-1                                                               30
*ilen-2                                                              120
*ilen-3                                                               10
*ilen-4                                                               30
*ilen-5                                                               40
*ilen-6                                                               90
*ilen-7                                                               40
*ilen-8                                                               20
*gpr64                                                               110
*legacy-prefixes-0                                                   310
*legacy-prefixes-1                                                    70
*legacy-prefixes-and-escapes-0                                       240
*legacy-prefixes-and-escapes-1                                       140
*lock_prefix                                                          10
*rex_prefix                                                           60
*rexw_prefix                                                          60
*loadop                                                              100
*one-memops                                                          130
*two-memops                                                           10
*cond-branch-forward                                                  20
*cond-branch-backward                                                 70
*base_only                                                            40
*base_disp                                                           100
*scale_1                                                             140
*memdisp8                                                             30
*memdisp32                                                            70
ADD                                                                   10
ADD_LOCK                                                              10
CALL_NEAR                                                             20
CMP                                                                   70
JMP                                                                   30
JNZ                                                                   10
JZ                                                                    80
MOV                                                                   90
POP                                                                   10
PUSH                                                                  10
RET_NEAR                                                              10
SUB                                                                   10
TEST                                                                  20
*total                                                               380
#
# $dynamic-counts-for-function: GetTextMetricsW  IMG: C:\Windows\system32\GDI32.dll at [0x7fefdb53440, 0x7fefdb5351c)   0.093%
#
# TID 0
#       opcode                 count
#
*stack-read                                                           42
*stack-write                                                          70
*iprel-read                                                           28
*iprel-write                                                          14
*mem-read-1                                                            7
*mem-read-2                                                            7
*mem-read-4                                                           28
*mem-read-8                                                           63
*mem-write-4                                                          21
*mem-write-8                                                          56
*mem-read                                                            105
*mem-write                                                            77
*mem                                                                 154
*isa-ext-BASE                                                        378
*isa-set-I186                                                          7
*isa-set-I386                                                          7
*isa-set-I86                                                         364
*category-BINARY                                                      49
*category-CALL                                                        28
*category-COND_BR                                                     42
*category-DATAXFER                                                   154
*category-LOGICAL                                                     49
*category-MISC                                                        28
*category-POP                                                          7
*category-PUSH                                                         7
*category-RET                                                          7
*category-SHIFT                                                        7
*ilen-1                                                               21
*ilen-2                                                               56
*ilen-3                                                              112
*ilen-4                                                               42
*ilen-5                                                               77
*ilen-6                                                               42
*ilen-7                                                               21
*ilen-8                                                                7
*gpr64                                                               224
*legacy-prefixes-0                                                   161
*legacy-prefixes-1                                                   210
*legacy-prefixes-2                                                     7
*legacy-prefixes-and-escapes-0                                       147
*legacy-prefixes-and-escapes-1                                       224
*legacy-prefixes-and-escapes-2                                         7
*66_prefix                                                             7
*rex_prefix                                                          217
*rexw_prefix                                                         175
*rexr_prefix                                                          42
*rexx_prefix                                                          28
*rexb_prefix                                                          42
*loadop                                                               70
*one-memops                                                          140
*two-memops                                                           14
*cond-branch-forward                                                  42
*base_only                                                            35
*base_disp                                                            91
*base_index_disp                                                      28
*scale_1                                                             147
*scale_2                                                               7
*scale_8                                                              28
*memdisp8                                                             98
*memdisp32                                                            42
ADD                                                                    7
AND                                                                   14
CALL_NEAR                                                             28
CMP                                                                   28
DEC                                                                    7
JNB                                                                    7
JNZ                                                                   21
JZ                                                                    14
LEA                                                                   28
MOV                                                                  147
MOVZX                                                                  7
POP                                                                    7
PUSH                                                                   7
RET_NEAR                                                               7
SHR                                                                    7
SUB                                                                    7
TEST                                                                  14
XOR                                                                   21
*total                                                               378
#
# $dynamic-counts-for-function: InitPropVariantFromBuffer  IMG: C:\Windows\system32\PROPSYS.dll at [0x7fefbaf80f0, 0x7fefbaf83d8)   0.091%
#
# TID 0
#       opcode                 count
#
*stack-write                                                           2
*iprel-read                                                            1
*iprel-write                                                           1
*mem-read-4                                                           34
*mem-read-8                                                          132
*mem-write-8                                                          34
*mem-read                                                            166
*mem-write                                                            34
*mem                                                                 167
*isa-ext-BASE                                                        370
*isa-set-I86                                                         370
*category-BINARY                                                      97
*category-CALL                                                         2
*category-COND_BR                                                     66
*category-DATAXFER                                                   102
*category-LOGICAL                                                     67
*category-NOP                                                          1
*category-UNCOND_BR                                                   35
*ilen-1                                                                1
*ilen-2                                                              132
*ilen-3                                                               75
*ilen-4                                                              160
*ilen-5                                                                1
*ilen-6                                                                1
*nop-ilen-1                                                            1
*gpr64                                                               202
*legacy-prefixes-0                                                   169
*legacy-prefixes-1                                                   201
*legacy-prefixes-and-escapes-0                                       169
*legacy-prefixes-and-escapes-1                                       201
*rex_prefix                                                          201
*rexw_prefix                                                         200
*rexr_prefix                                                           2
*rexb_prefix                                                           4
*loadop                                                               66
*one-memops                                                          166
*two-memops                                                            1
*cond-branch-forward                                                  34
*cond-branch-backward                                                 32
*base_only                                                             4
*base_disp                                                            99
*base_index                                                           64
*scale_1                                                             167
*memdisp8                                                             98
*memdisp32                                                             1
ADD                                                                   33
AND                                                                   32
CALL_NEAR                                                              2
CMP                                                                   32
INC                                                                   32
JB                                                                    32
JMP                                                                   35
JNZ                                                                   33
JZ                                                                     1
MOV                                                                  102
NOP                                                                    1
TEST                                                                  34
XOR                                                                    1
*total                                                               370
#
# $dynamic-counts-for-function: .text  IMG: C:\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757\comctl32.dll at [0x7fefbe1223c, 0x7fefbe2fdf8)   0.090%
#
# TID 0
#       opcode                 count
#
*stack-read                                                           40
*stack-write                                                          52
*iprel-read                                                           24
*iprel-write                                                          22
*mem-read-4                                                           15
*mem-read-8                                                           83
*mem-write-8                                                          69
*mem-read                                                             98
*mem-write                                                            69
*mem                                                                 146
*isa-ext-BASE                                                        366
*isa-set-I186                                                          3
*isa-set-I86                                                         363
*category-BINARY                                                      48
*category-CALL                                                        27
*category-COND_BR                                                     37
*category-DATAXFER                                                   128
*category-LOGICAL                                                     47
*category-MISC                                                        14
*category-POP                                                         22
*category-PUSH                                                        22
*category-RET                                                         14
*category-SHIFT                                                        3
*category-UNCOND_BR                                                    4
*ilen-1                                                               38
*ilen-2                                                               77
*ilen-3                                                              115
*ilen-4                                                               79
*ilen-5                                                               18
*ilen-6                                                               25
*ilen-7                                                               11
*ilen-10                                                               3
*gpr64                                                               284
*legacy-prefixes-0                                                   136
*legacy-prefixes-1                                                   230
*legacy-prefixes-and-escapes-0                                       132
*legacy-prefixes-and-escapes-1                                       234
*rex_prefix                                                          230
*rexw_prefix                                                         199
*rexr_prefix                                                          31
*rexx_prefix                                                           6
*rexb_prefix                                                          65
*loadop                                                               67
*one-memops                                                          125
*two-memops                                                           21
*cond-branch-forward                                                  35
*cond-branch-backward                                                  2
*base_only                                                            65
*base_disp                                                            75
*base_index                                                            6
*scale_1                                                             157
*scale_8                                                               3
*memdisp8                                                             54
*memdisp32                                                            32
ADD                                                                   19
CALL_NEAR                                                             27
CMP                                                                    9
JMP                                                                    4
JNZ                                                                   17
JZ                                                                    20
LEA                                                                   14
MOV                                                                  128
OR                                                                     3
POP                                                                   22
PUSH                                                                  22
RET_NEAR                                                              14
SAR                                                                    3
SUB                                                                   20
TEST                                                                  28
XOR                                                                   16
*total                                                               366
#
# $dynamic-counts-for-function: RtlInitializeCriticalSection  IMG: C:\Windows\SYSTEM32\ntdll.dll at [0x07757d560, 0x07757d890)   0.089%
#
# TID 0
#       opcode                 count
#
*mem-atomic                                                            5
*stack-read                                                           40
*stack-write                                                          48
*iprel-read                                                           20
*iprel-write                                                          20
*mem-read-1                                                            5
*mem-read-4                                                           15
*mem-read-8                                                           69
*mem-write-2                                                          15
*mem-write-4                                                          35
*mem-write-8                                                          98
*mem-read                                                             89
*mem-write                                                           148
*mem                                                                 227
*isa-ext-BASE                                                        362
*isa-set-I186                                                          5
*isa-set-I486REAL                                                      5
*isa-set-I86                                                         352
*category-BINARY                                                      35
*category-CALL                                                        13
*category-COND_BR                                                     36
*category-DATAXFER                                                   199
*category-LOGICAL                                                     29
*category-MISC                                                        23
*category-POP                                                          5
*category-PUSH                                                         5
*category-RET                                                          5
*category-SEMAPHORE                                                    5
*category-SHIFT                                                        5
*category-UNCOND_BR                                                    2
*ilen-1                                                               10
*ilen-2                                                               28
*ilen-3                                                               56
*ilen-4                                                               84
*ilen-5                                                               70
*ilen-6                                                               31
*ilen-7                                                               45
*ilen-8                                                               30
*ilen-9                                                                8
*gpr64                                                               223
*legacy-prefixes-0                                                   104
*legacy-prefixes-1                                                   235
*legacy-prefixes-2                                                    23
*legacy-prefixes-and-escapes-0                                        78
*legacy-prefixes-and-escapes-1                                       256
*legacy-prefixes-and-escapes-2                                        28
*segment_prefix                                                        8
*lock_prefix                                                           5
*66_prefix                                                            15
*rex_prefix                                                          253
*rexw_prefix                                                         195
*rexr_prefix                                                         113
*rexb_prefix                                                          25
*loadop                                                               48
*one-memops                                                          227
*cond-branch-forward                                                  36
*disp_only                                                            13
*base_only                                                            48
*base_disp                                                           166
*scale_1                                                             250
*memdisp8                                                            119
*memdisp32                                                            83
ADD                                                                    5
CALL_NEAR                                                             13
CMP                                                                   15
INC                                                                    5
JBE                                                                    5
JMP                                                                    2
JNZ                                                                   25
JZ                                                                     6
LEA                                                                   23
MOV                                                                  199
POP                                                                    5
PUSH                                                                   5
RET_NEAR                                                               5
SHR                                                                    5
SUB                                                                   10
TEST                                                                  16
XADD_LOCK                                                              5
XOR                                                                   13
*total                                                               362
#
# $dynamic-counts-for-function: unnamedImageEntryPoint  IMG: C:\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757\comctl32.dll at [0x7fefbf9c9b8, 0x7fefbfa5c28)   0.089%
#
# TID 0
#       opcode                 count
#
*stack-read                                                           70
*stack-write                                                          30
*iprel-read                                                           52
*mem-read-8                                                          110
*mem-read-16                                                          12
*mem-write-8                                                          18
*mem-write-16                                                         12
*mem-read                                                            122
*mem-write                                                            30
*mem                                                                 152
*isa-ext-BASE                                                        336
*isa-ext-SSE2                                                         24
*isa-set-I186                                                         43
*isa-set-I86                                                         293
*isa-set-SSE2                                                         24
*category-BINARY                                                      52
*category-CALL                                                         3
*category-COND_BR                                                     87
*category-DATAXFER                                                    61
*category-LOGICAL                                                     43
*category-MISC                                                         7
*category-POP                                                          1
*category-PUSH                                                         1
*category-RET                                                         43
*category-ROTATE                                                      43
*category-UNCOND_BR                                                   19
*ilen-1                                                                2
*ilen-2                                                               95
*ilen-3                                                               51
*ilen-4                                                               51
*ilen-5                                                               72
*ilen-6                                                               32
*ilen-7                                                               51
*ilen-8                                                                6
*sse-packed                                                           24
*gpr64                                                               188
*legacy-prefixes-0                                                   156
*legacy-prefixes-1                                                   204
*legacy-prefixes-and-escapes-0                                       156
*legacy-prefixes-and-escapes-1                                       180
*legacy-prefixes-and-escapes-2                                        24
*66_prefix                                                            67
*rex_prefix                                                          137
*rexw_prefix                                                         137
*rexr_prefix                                                          13
*rexb_prefix                                                           1
*loadop                                                              100
*one-memops                                                          152
*cond-branch-forward                                                  87
*base_only                                                            48
*base_disp                                                           104
*scale_1                                                             159
*memdisp8                                                             46
*memdisp32                                                            65
*dataxfer_i32_4                                                       24
ADD                                                                    4
CALL_NEAR                                                              3
CMP                                                                   44
JMP                                                                   19
JNZ                                                                   87
LEA                                                                    7
MOV                                                                   37
MOVDQA                                                                24
POP                                                                    1
PUSH                                                                   1
RET_NEAR                                                              43
ROL                                                                   43
SUB                                                                    4
TEST                                                                  43
*total                                                               360
#
# $dynamic-counts-for-function: TlsSetValue  IMG: C:\Windows\system32\KERNELBASE.dll at [0x7fefd5712e0, 0x7fefd571330)   0.089%
#
# TID 0
#       opcode                 count
#
*stack-read                                                           96
*stack-write                                                          72
*mem-read-8                                                          120
*mem-write-8                                                          96
*mem-read                                                            120
*mem-write                                                            96
*mem                                                                 216
*isa-ext-BASE                                                        360
*isa-set-I86                                                         360
*category-BINARY                                                      72
*category-COND_BR                                                     24
*category-DATAXFER                                                   192
*category-POP                                                         24
*category-PUSH                                                        24
*category-RET                                                         24
*ilen-1                                                               72
*ilen-2                                                               24
*ilen-3                                                               24
*ilen-4                                                               48
*ilen-5                                                              120
*ilen-6                                                               24
*ilen-8                                                               24
*ilen-9                                                               24
*gpr64                                                               264
*legacy-prefixes-0                                                   168
*legacy-prefixes-1                                                   168
*legacy-prefixes-2                                                    24
*legacy-prefixes-and-escapes-0                                       144
*legacy-prefixes-and-escapes-1                                       192
*legacy-prefixes-and-escapes-2                                        24
*segment_prefix                                                       24
*rex_prefix                                                          192
*rexw_prefix                                                         192
*loadop                                                               72
*one-memops                                                          216
*cond-branch-forward                                                  24
*disp_only                                                            24
*base_only                                                            72
*base_disp                                                            96
*base_index_disp                                                      24
*scale_1                                                             192
*scale_8                                                              24
*memdisp8                                                             96
*memdisp32                                                            48
ADD                                                                   24
CMP                                                                   24
JNB                                                                   24
MOV                                                                  192
POP                                                                   24
PUSH                                                                  24
RET_NEAR                                                              24
SUB                                                                   24
*total                                                               360
#
# $dynamic-counts-for-function: _wcsicmp  IMG: C:\Windows\SYSTEM32\ntdll.dll at [0x0775a84fc, 0x0775a8548)   0.088%
#
# TID 0
#       opcode                 count
